ANO;AGREGACAO;CODIGO;NOME;IDHM;IDHM_L;IDHM_E;IDHM_R;I_ESCOLARIDADE;I_FREQ_PROP;IDHMAD;IDHMAD_L;IDHMAD_E;IDHMAD_R;ATK_ESPVIDA;ATK_ANOSEST;ATK_RDPC;IDHMAD_PERDA;IDHMAD_L_PERDA;IDHMAD_E_PERDA;IDHMAD_R_PERDA;IDHMAD_COEF;ESPVIDA;MORT1;T_ENV;RAZDEP;T_FREQ5A6;T_FUND11A13;T_FUND15A17;T_MED18A20;T_FUND18M;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND18A24;T_FUND25M;T_MED25M;T_SUPER25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;RDPC;RDPCT;RENOCUP;PRENTRAB;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;R1040;R2040;GINI;THEIL;PIND;PMPOB;PPOB;RIND;RMPOB;RPOB;POPTOT;POP;POPT;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18A20;POP18A24;POP18M;POP25M;POP65M;POPOCUP18M
2021;UF;12;Acre;71;788;692;655;688;694;521;698;545;372;114;212;432;265;114;212;432;253;7226;1967;566;4769;8016;8688;6048;5011;6875;93;855;904;1099;979;874;3693;8888;6363;495;1817;1835;1493;9364;9705;5499;1744;47154;4817;106315;7596;5422;16673;28845;500;135623;191615;1734;1228;539;542;1294;2389;4472;3481;6678;12467;889829;889723;870967;33870;141898;187637;50265;45738;652808;50635;123092;607069;483977;50321;298615
2021;UF;13;Amazonas;7;744;72;641;739;71;532;65;613;378;127;149;41;24;127;149;41;229;6961;2166;603;4683;7506;9213;6527;5167;7389;101;436;464;559;9758;9262;3432;8941;7021;5771;1644;1433;1168;9565;9695;6087;1452;43299;43968;99262;8309;6262;15386;25207;43347;12602;180336;1666;1164;541;527;1117;2579;5016;3878;7744;13173;4103520;4102887;4040499;153249;644324;881685;225678;237360;3042384;249423;537848;2805024;2267176;247574;1483341
2021;UF;14;Roraima;699;745;673;68;755;635;519;653;568;376;124;156;447;258;124;156;447;242;6971;223;463;4848;6424;8128;5702;516;7549;1047;523;553;651;9512;9714;3038;8833;7209;615;2084;2023;1709;9508;9496;5434;1623;54954;56893;125685;8523;7081;17162;27653;46142;176629;270425;2231;1457;596;609;78;2359;4567;2426;7979;13532;582002;581941;562103;22165;91733;118355;28493;26621;418914;33600;82223;392293;310070;26932;216580
2021;UF;15;Par ;69;744;686;645;647;707;527;655;569;392;12;17;392;237;12;17;392;227;6962;1965;671;4661;8708;8993;5661;4906;6468;915;607;646;764;9865;9174;3321;8149;6106;4781;1231;1842;1267;9561;9739;511;1439;44282;45028;93061;7682;6504;1701;27822;43986;125819;183834;1564;107;529;503;1102;2345;4601;3925;7488;13403;8734772;8733604;8588902;295554;1308932;1793216;441153;484284;6544208;451047;1072514;6059924;4987409;586306;3179731
2021;UF;16;Amap ;688;778;647;648;736;606;523;659;558;388;153;138;401;241;153;138;401;231;717;3041;524;473;6589;9366;3803;4477;7359;1035;39;421;518;9741;9485;3538;8361;711;5642;1876;2288;1031;961;9668;3292;1924;45127;46479;107463;8596;7911;15677;2627;44931;130367;181082;1535;1105;529;467;728;2843;4712;2718;9666;13435;869050;867901;842654;26849;131687;178854;37157;47166;635464;46228;117234;588298;471063;45496;312563
2021;UF;17;Tocantins;731;779;732;684;667;767;568;689;58;458;115;207;33;222;115;207;33;217;7174;1877;917;5002;8191;9177;7571;5733;6668;932;775;821;938;9886;948;3086;9193;6212;5108;1855;1298;975;9764;9616;7087;1812;56461;57577;114465;7977;1065;24003;35523;54846;156473;241845;1396;903;513;463;575;1273;3266;297;7327;14709;1593903;1593903;1563021;48866;223369;293552;64417;70183;1208618;73530;173939;1138435;964496;146146;625644
2021;UF;21;Maranh o;676;715;716;603;618;77;493;619;546;354;134;237;413;271;134;237;413;261;679;2338;737;4976;9156;9511;6708;5417;6182;832;1149;124;1493;9886;9227;2668;8815;559;4166;943;1476;1083;966;9796;6165;1325;34132;35234;80731;6914;4043;1286;21824;3593;96117;134556;1592;1137;53;503;1691;3253;5666;3361;6845;12096;7118214;7118080;6895549;232640;1154831;1587262;403739;432430;5277699;404521;889879;4845269;3955389;524590;2074591
2021;UF;22;Piau ;69;726;698;649;574;769;509;633;527;395;128;245;391;263;128;245;391;255;6857;2257;957;4715;9679;9105;624;5719;5744;809;1327;1414;167;9895;9131;3628;8633;5186;4006;1278;1543;1152;9647;984;5925;2081;45275;4547;80259;6263;6767;17392;30046;47412;123357;178289;1476;1021;516;499;113;2445;4375;4544;7852;13032;3288504;3287590;3273480;98438;452415;614162;161461;161747;2549613;147692;386654;2387866;2001211;314844;1157461
2021;UF;23;Cear ;734;784;766;658;644;836;543;702;597;383;105;221;418;26;105;221;418;248;7202;1625;967;4619;9526;9599;7589;6714;6441;873;1132;1206;1392;9868;8847;2964;893;5994;4608;1177;739;529;9559;9761;6762;1983;48055;48732;97634;7003;6242;17334;28989;46774;140768;208549;1769;1194;549;558;1172;2319;44;3789;7171;12886;9237820;9231196;9102846;262447;1260441;1732097;418190;471656;7212729;416973;1025198;6741073;5715874;893736;3172749
2021;UF;24;Rio Grande do Norte;728;819;68;692;636;703;537;736;55;383;101;191;447;262;101;191;447;246;7416;1684;924;4278;8807;9357;5643;4308;6364;919;98;1029;1192;985;9466;4049;8526;5991;4886;1649;1537;1114;9609;9831;5436;1795;59346;5977;116442;6986;7487;18485;31131;51528;188715;281308;2166;1453;587;639;932;209;421;4331;7663;13464;3560903;3560625;3535418;97718;472689;627342;154974;154652;2823095;156880;392586;2668442;2275855;329183;1266552
2021;UF;25;Para ba;698;779;669;653;573;723;514;694;506;386;109;244;409;264;109;244;409;254;7172;1768;928;4625;871;9154;6064;5008;5726;816;1295;1368;1579;9839;9008;3206;8384;5257;3979;1293;1462;1006;9563;961;5445;167;46574;47729;98409;6697;5823;16241;27395;43855;135789;208002;1885;1231;562;563;1295;2491;4662;3901;7211;12777;4038225;4036967;3939280;110145;548926;732449;191511;183523;3135968;184512;442878;2952445;2509566;374749;1274812
2021;UF;26;Pernambuco;719;797;721;647;64;766;53;72;571;362;96;208;44;263;96;208;44;248;7283;1476;866;4461;8584;9323;6811;5916;6402;892;98;1036;1228;9827;9103;3098;8563;5978;4743;1273;1263;938;9599;9681;6165;1762;44797;46091;97011;7201;4829;153;2562;41013;137244;210858;2095;1364;579;609;1458;2696;4964;3499;6649;12489;9616357;9614636;9344723;310785;1270590;1729199;427680;458608;7482544;533719;1152273;7023935;5871661;832465;3191425
2021;UF;27;Alagoas;684;748;679;63;599;723;505;657;517;38;122;239;397;261;122;239;397;253;6987;2027;779;4685;8652;9451;6201;4615;5988;844;13;1383;1644;9669;9243;3145;8272;5518;4242;1273;1389;945;9495;9601;5769;1363;40428;41297;8723;6716;5915;16162;25442;40176;114206;165992;1504;1035;526;492;1189;2422;4999;3537;707;13333;3358030;3358030;3287366;106552;474644;633527;164248;158883;2548366;182891;407420;2389483;1982062;261596;1042798
2021;UF;28;Sergipe;702;764;684;662;625;715;522;68;551;38;11;195;426;256;11;195;426;244;7085;1785;689;4179;882;9263;5631;4905;6246;879;1148;1218;1443;9873;9109;3126;8232;5823;4498;1313;1835;1267;9617;9756;5067;1553;49278;49847;97437;705;6582;17054;27382;45472;147012;228415;1933;1244;568;591;1086;2246;4745;3935;7316;13575;2338333;2336955;2310283;73090;334027;443113;118948;109085;1810226;114353;298444;1701141;1402696;161072;831451
2021;UF;29;Bahia;691;772;659;648;617;681;507;68;502;382;119;238;411;266;119;238;411;256;7134;1969;1091;466;8501;86;564;4482;617;853;1046;1105;1273;9827;9409;3909;8487;5771;4592;1049;2247;1684;9642;9729;522;1407;45159;46519;8552;6337;5464;16696;27562;45395;128927;193002;1742;1164;546;536;1282;2461;4664;3368;6851;12839;14965636;14951834;14514564;406066;1914578;2622182;655604;707603;11840811;694561;1632679;11133208;9500528;1632460;4985500
2021;UF;31;Minas Gerais;774;846;762;718;665;815;625;777;656;478;81;139;334;192;81;139;334;185;7575;1203;105;4362;8994;9806;7363;6443;6647;957;441;463;527;9923;9333;3024;9236;6241;497;1695;674;388;9714;9862;6828;2043;69924;70664;117376;732;13595;30396;4789;70228;187376;265471;1207;852;487;423;404;867;2368;3197;7366;15203;21401130;21397247;21173198;581385;2487699;3377488;781107;889789;17148791;861658;2199612;16259002;14059390;2247854;9301828
2021;UF;32;Esp rito Santo;771;864;742;715;687;771;611;798;634;45;76;146;371;208;76;146;371;198;7686;992;941;456;9398;9512;6569;5364;6868;985;5;524;596;9887;93;3241;8734;658;5277;1689;1138;655;9696;9777;6072;2023;68463;70074;120014;7551;11346;27891;45446;67687;19036;271173;1382;97;508;452;548;1068;2637;2446;654;1421;4104647;4104539;4010200;122335;518920;698659;165042;179738;3205396;173290;404725;3025658;2620932;386229;1763386
2021;UF;33;Rio de Janeiro;762;769;758;759;776;749;592;696;681;438;95;102;423;223;95;102;423;207;7112;1422;1347;4457;8237;9065;6881;576;7762;1104;189;195;218;9866;9573;382;9035;7579;6303;239;1597;1311;9721;9684;6429;2354;90142;93623;161916;7233;11676;30933;50549;81843;276057;403269;1893;1296;565;549;633;1044;2251;1828;54;130;17462801;17460829;16811577;424865;1901601;2541181;649041;639580;14432409;652183;1731762;13792829;12061066;2353017;7026556
2021;UF;35;S o Paulo;806;81;839;771;783;869;654;744;752;5;82;104;352;189;82;104;352;179;7361;1266;114;4271;9078;9737;8219;7713;7828;1092;194;197;225;9942;924;3079;964;7533;6282;2449;573;479;9702;9814;7542;2451;97182;98975;167945;7849;16499;37423;58827;90217;282914;420083;1558;1049;533;495;359;655;1708;2241;6193;14769;46642575;46623127;45778480;1116466;5211047;7016800;1662360;1805753;38001171;2085269;5057492;36195418;31137926;5316726;21142371
2021;UF;41;Paran ;769;785;78;744;704;821;628;718;676;51;85;133;314;184;85;133;314;177;7211;1142;98;4398;9156;9605;7509;6552;7037;1012;31;327;371;9913;9324;3657;9166;6702;5356;207;784;459;9655;9671;681;2544;81779;83271;142499;8006;16947;36642;55509;84383;215825;296052;1105;805;475;382;3;597;1666;2001;6488;14993;11584089;11580329;11372891;308805;1463593;1949690;455048;486097;9180495;498708;1184360;8694398;7510038;1134692;5304736
2021;UF;42;Santa Catarina;792;827;79;759;74;816;67;762;698;565;78;116;256;154;78;116;256;15;746;1142;1007;4239;9116;933;7858;6351;7396;1027;177;183;201;9916;9328;3655;9591;7089;5417;1986;88;69;9655;9773;7017;2718;9012;91513;146619;7931;23226;48099;6627;94653;217557;297604;834;61;424;302;194;403;994;986;6406;14647;7326578;7322533;7211044;191010;830436;1116329;272133;285892;5882797;258454;688114;5596904;4908790;737545;3553696
2021;UF;43;Rio Grande do Sul;771;797;75;767;708;772;642;731;674;536;83;101;301;168;83;101;301;162;7284;1218;1285;4524;8948;9492;6896;5533;7079;1035;207;214;236;9958;9589;3492;919;6787;5404;1949;1081;706;982;9889;663;2261;94453;95574;146719;72;20323;43501;64918;97318;246277;343012;1075;772;468;38;222;435;1256;1894;6345;1519;11448117;11443201;11308994;295357;1222759;1650166;419804;427406;9353030;448067;1084410;8925623;7841213;1470783;5289990
2021;UF;50;Mato Grosso do Sul;742;751;741;733;684;772;595;666;635;497;113;143;322;198;113;143;322;193;7003;1819;809;4914;8976;9526;6592;5801;6835;994;385;405;462;9869;8808;3195;8701;652;5147;1982;1294;894;953;9764;5605;2222;76768;77712;137808;8049;15263;32764;50672;74763;210261;302799;1261;876;496;429;328;696;2085;2772;7422;15647;2768103;2768103;2734479;99957;384464;500994;111737;116530;2079967;112684;283626;1963436;1679810;223927;1236285
2021;UF;51;Mato Grosso;736;73;758;72;706;785;588;635;638;503;13;158;302;20;13;158;302;197;6877;2235;72;448;8554;961;7427;5818;7058;983;43;456;536;9919;9129;3168;9626;6595;5148;187;92;65;9692;9815;6628;2001;70748;71625;135106;8675;16135;32589;49399;73476;183383;250949;103;753;461;363;248;639;2015;2173;7575;1621;3512138;3510273;3467286;107683;475504;636082;163002;160577;2678349;146496;384338;2517771;2133433;252817;1584358
2021;UF;52;Goi s;737;721;778;714;704;818;591;634;658;496;121;154;306;198;121;154;306;194;6828;1913;94;4373;8644;9582;7863;6611;7038;985;456;48;554;9875;9481;3457;9357;6632;5175;1724;814;642;9721;9783;7341;2454;67962;69212;122515;8025;14648;31009;47879;69678;17669;24597;1077;774;467;367;317;715;218;1938;7366;15481;7208837;7206333;7076219;191527;892468;1193970;300009;301502;5693035;322831;802914;5391533;4588619;677445;3197726
2021;UF;53;Distrito Federal;814;803;817;821;857;798;637;729;745;475;92;88;421;217;92;88;421;20;7316;1393;755;3897;8326;9321;7676;6601;8565;122;184;19;226;9875;9538;474;956;8377;745;3812;109;807;9668;9707;6956;3503;132687;135033;226048;7776;16999;39897;69772;131504;40442;561128;1972;1422;566;589;342;662;1541;2087;6297;13853;3091667;3090277;3036572;92551;373307;509706;110844;136398;2458116;161461;368955;2321717;1952762;233492;1408902
2012;RM_RIDE;13;Regi o Metropolitana de Manaus (AM);722;749;695;722;7;692;549;64;598;433;145;14;4;239;145;14;40;228;6991;2443;465;4929;8838;8811;5688;4362;70;976;38;413;499;9666;8281;365;7939;6742;5433;1115;1675;1273;9136;9409;4921;1762;7153;72864;147212;8161;11364;23373;37491;60094;226088;348606;2007;1302;581;587;417;1262;3403;2518;8386;15469;2235353;2231982;2191126;79833;390370;531160;127747;140790;1601246;135648;314679;1460455;1145775;103931;878376
2012;RM_RIDE;15;Regi o Metropolitana de Bel m (PA);732;806;695;7;704;691;579;717;603;448;11;132;36;209;11;132;36;201;7333;1732;515;4548;9124;8761;5482;4284;7042;963;358;38;454;9756;8789;3554;8032;6798;5218;1115;2258;1825;9296;9586;4733;1529;62375;62907;114254;7824;12368;25249;38831;61251;174212;248762;1323;926;507;449;405;107;3052;3845;8118;15817;2189212;2187166;2168650;84435;357809;474174;133328;116364;1617550;130953;297078;1501185;1204107;112751;929754
2012;RM_RIDE;16;Regi o Metropolitana de Macap  (AP);718;782;684;691;714;67;55;662;569;441;154;168;362;234;154;168;362;228;7193;2779;321;5281;7608;8037;6224;493;7139;961;491;546;7;9636;8557;3531;8639;6657;5337;1365;261;226;9125;9314;5215;1695;58896;59293;128148;8617;10802;21194;33088;57846;171041;241226;1508;1069;531;49;245;1534;3907;3642;9513;1582;541712;541053;537433;22607;104241;141461;36520;37219;371899;35368;81457;334679;253222;17401;213150
2012;RM_RIDE;21;Regi o Metropolitana de Grande S o Lu s (MA);729;726;794;673;784;799;572;611;683;448;158;14;335;216;158;14;335;211;6853;2954;565;4053;9689;8836;7444;5988;7839;998;423;452;555;9862;8554;2631;9096;751;5821;1055;1603;134;9428;9526;6229;1498;52578;53485;103515;7895;11769;23023;34289;53908;140161;199856;1149;806;48;388;432;1154;3498;2576;827;16042;1381970;1381147;1357721;37440;203307;279385;71253;76077;1061451;84760;204353;985373;781020;78028;551239
2012;RM_RIDE;22;Regi o Administrativa Integrada de Desenvolvimento da Grande Teresina (PI);707;771;691;663;616;732;546;672;548;442;129;207;334;228;129;207;334;223;7125;2225;622;4683;9836;8886;6154;4387;6155;834;1079;1146;1377;996;8654;3365;8416;5652;3995;838;165;1224;9464;9738;5681;1637;495;49653;92191;7763;1149;21757;317;47934;134786;195242;1174;811;485;405;331;1347;3731;4463;9489;15964;1189227;1186887;1183239;39029;204639;274986;68173;70347;883847;58722;147963;813499;665535;73912;489899
2012;RM_RIDE;23;Regi o Metropolitana de Fortaleza (CE);732;769;721;706;668;749;55;664;578;433;137;198;387;249;137;198;387;241;7114;2274;651;4312;9725;8567;6343;5341;6676;9;845;9;1093;9795;8531;2905;8349;6267;4561;1193;1785;1427;9316;9515;5392;1605;64549;65192;114542;7554;12068;23227;35885;57848;194434;283824;1608;1102;543;511;321;1147;3462;2957;8981;16102;3749484;3734066;3697186;120077;535313;742463;188979;207149;2863969;220202;521889;2656819;2134930;244121;1581065
2012;RM_RIDE;24;Regi o Metropolitana de Natal (RN);723;815;667;694;619;692;554;714;539;443;124;192;362;233;124;192;362;226;7389;2192;639;4498;9536;8561;4729;484;619;873;952;1006;1201;9676;8302;2718;7631;5818;4408;10;2396;1731;9117;9519;4203;1427;60098;60344;107614;7333;10839;23082;36676;57398;17169;256007;1509;1012;525;495;481;1408;3366;4271;8755;1505;1418274;1415671;1409896;43024;207365;284414;78300;77048;1068880;71635;203853;991832;787978;90639;577704
2012;RM_RIDE;25;Regi o Metropolitana de Jo o Pessoa (PB);707;779;647;7;57;689;518;675;501;412;133;226;411;266;133;226;411;257;7174;2284;673;4394;9466;8389;5797;3901;5702;835;1154;1227;1418;9863;8688;3255;7044;5409;422;1263;2177;1719;9374;9524;4868;1773;62196;62799;1083;6764;10589;22962;34836;55673;18773;277974;1657;1119;548;54;57;1354;3432;3211;7982;14997;1234802;1231979;1220145;31891;170658;242008;57996;71349;940970;70982;156088;869620;713531;83119;475239
2012;RM_RIDE;26;Regi o Metropolitana de Recife (PE);738;782;699;735;658;72;552;692;584;416;115;165;434;252;115;165;434;238;7189;1799;639;4191;9738;8596;5735;4732;6583;954;616;663;771;9757;8832;3177;7899;6307;5126;1531;2053;1599;9117;9228;4922;1564;77571;7834;143699;7652;11087;23597;37454;64611;251239;375612;2166;1449;593;636;406;1287;3275;282;8464;15087;3826732;3818682;3781194;114211;561894;776980;216486;215085;2941145;190548;473391;2726059;2252668;244518;1573710
2012;RM_RIDE;27;Regi o Metropolitana de Macei  (AL);714;776;685;686;636;711;541;668;533;445;139;222;351;242;139;222;351;237;7154;2495;599;4231;9577;8699;5498;4658;6356;879;978;1034;1204;9739;8586;3447;7748;6067;4427;126;2369;1839;9188;9394;4506;178;57288;58232;103656;7068;11304;22936;33835;54808;164105;238761;1395;959;519;461;439;1252;3502;2584;8276;15685;1203933;1201542;1182058;40760;175651;239500;60234;63848;918105;61797;146633;854257;707623;72121;467076
2012;RM_RIDE;28;Regi o Metropolitana de Aracaju (SE);752;786;724;746;702;735;563;689;607;427;124;162;428;251;124;162;428;238;7217;2132;502;3865;9773;8063;6319;5252;7023;984;543;58;692;9794;8512;4193;8136;6766;5455;1593;2157;1617;8737;9136;4895;2704;82872;84397;144285;7573;13048;26433;41945;74049;259945;36517;185;1317;569;565;342;918;287;1802;7586;1607;877282;875505;859682;29013;118077;166069;41947;47991;676736;48530;118012;628744;510732;44021;379658
2012;RM_RIDE;29;Regi o Metropolitana de Salvador (BA);746;771;708;761;725;699;564;66;616;441;144;13;421;245;144;13;421;232;7126;2527;578;3692;9474;8793;4818;4859;7252;1005;397;409;488;9831;8838;4107;8516;7005;5742;146;2437;1801;9468;9586;4141;2127;90875;923;144737;7647;12417;27709;44799;77498;291954;43533;217;1455;59;623;355;1071;2645;2323;7897;15087;3715257;3709129;3651878;113239;502732;667260;164530;164528;2928129;207847;451250;2763601;2312350;214717;1771821
2012;RM_RIDE;31;Regi o Metropolitana de Belo Horizonte (MG);792;848;751;781;694;782;641;768;653;525;94;13;328;191;94;13;328;184;759;149;764;4122;9098;9224;7111;5827;6938;974;31;33;394;9789;8766;3005;9081;6484;4968;1658;1529;11;9394;9493;6192;2271;103047;103802;157442;7729;20508;39715;60223;94583;300208;439866;1461;997;527;478;149;356;1327;233;7549;16698;5060834;5057796;5020978;138758;664286;921137;239939;256850;3970301;246156;649073;3713451;3064377;386695;2540219
2012;RM_RIDE;32;Regi o Metropolitana de Grande Vit ria (ES);79;894;728;758;714;735;642;828;622;513;74;145;323;188;74;145;323;181;7864;971;65;4014;9217;7934;6536;5717;7141;978;435;459;543;9797;834;2922;8664;6829;5238;1462;1917;155;8698;8885;5122;1683;89602;90302;141566;7578;19439;374;5566;87958;247317;346689;122;87;494;417;157;44;1452;2226;8186;16431;1782431;1781729;1767920;47724;248734;333283;85995;84548;1387834;96790;221629;1303285;1081656;115928;847911
2012;RM_RIDE;33;Regi o Metropolitana de Rio de Janeiro (RJ);784;884;715;761;72;712;627;819;623;484;74;129;364;199;74;129;364;189;7805;1069;954;4255;9235;827;6149;4839;7198;995;281;295;337;9773;8951;3306;8635;6944;518;159;2303;1956;9292;9355;541;1729;91304;9263;146758;7257;1612;34242;53532;84798;267566;389585;1547;1063;534;492;277;688;1897;2121;7791;1565;12191984;12179473;12005075;294919;1549577;2119072;564183;569495;9715719;561404;1372024;9146224;7774200;1162866;5480296
2012;RM_RIDE;35;Regi o Metropolitana de S o Paulo (SP);834;904;808;795;741;843;68;843;701;531;67;132;332;185;67;132;332;177;7926;979;861;3984;9425;947;806;6776;7413;1018;297;315;359;989;8564;2879;9387;7053;5613;1962;1056;749;9382;936;6771;2078;112303;114022;185751;7939;21287;43698;6572;102886;325431;483169;1487;1002;528;473;195;381;1163;852;6006;15594;20530417;20502118;20192960;504098;2519741;3466644;859553;946903;16449748;922996;2387023;15502845;13115821;1768305;9784836
2012;RM_RIDE;41;Regi o Metropolitana de Curitiba (PR);801;868;752;787;717;77;658;8;649;549;78;137;302;178;78;137;302;172;7707;1103;702;4021;8888;9118;7302;5503;7172;99;276;295;355;9738;7981;3144;88;6827;514;1766;1289;1112;8922;9204;5641;2003;107092;108275;16758;7762;23597;46451;70046;107995;288639;405529;1158;824;483;395;147;282;983;1008;5639;15835;3316060;3310731;3274557;89944;438281;603246;163754;164965;2597961;188784;425701;2432996;2007294;232865;1624675
2012;RM_RIDE;42;Regi o Metropolitana de Florian polis (SC);819;873;787;8;714;826;687;805;687;586;78;127;268;162;78;127;268;158;774;1191;77;3485;9552;9388;7505;6575;7143;1015;305;324;371;9797;8662;3223;8915;6819;5344;1975;1232;92;9287;9456;6453;242;116089;116857;168991;7611;28589;54118;80169;120449;298562;406657;983;722;454;351;9;195;658;1715;6418;1624;925289;925015;918931;20943;108560;152735;40781;44174;757421;45700;110233;713246;603012;71262;480539
2012;RM_RIDE;43;Regi o Metropolitana de Porto Alegre (RS);78;856;7;791;696;702;642;785;62;544;83;114;312;176;83;114;312;17;7633;1229;938;4235;779;8559;6921;4824;6963;1008;232;241;267;9773;8287;3344;8503;67;5089;1665;1983;1759;9222;9529;5717;2141;109743;110581;172765;7417;23239;45179;65268;102726;311769;453158;1325;911;511;446;129;288;1079;1436;6853;16902;4107706;4105877;4074735;100954;547232;750066;209091;202833;3270986;186507;446651;3068152;2621501;385328;1920352
2012;RM_RIDE;51;Regi o Metropolitana de Vale do Rio Cuiab  (MT);763;795;734;76;709;747;607;697;618;518;123;158;318;204;123;158;318;20;7269;2134;617;4147;8508;8457;7667;5241;7091;972;397;431;501;9388;8675;3622;8812;6716;5237;1544;1245;881;8744;874;6184;2282;90626;91444;151046;7863;19787;37953;54642;84839;25586;37589;1302;886;505;432;123;455;1402;911;8564;16329;868777;868249;860479;26584;122339;173549;38603;51210;667741;44541;110368;616531;506162;53631;404991
2012;RM_RIDE;52;Regi o Metropolitana de Goi nia (GO);769;803;742;764;699;764;624;709;638;536;117;14;298;189;117;14;298;185;7315;1907;569;3958;8049;9269;7779;5456;699;971;383;409;491;9782;8768;3231;8789;659;4982;1428;1086;692;9339;9377;6544;2198;92611;93338;154157;835;2181;40102;58523;91213;251058;359226;116;811;484;39;81;272;1314;243;8498;18548;2300915;2298576;2280667;63466;318851;434503;107432;115651;1779225;124084;303012;1663573;1360561;130821;1142858
2013;RM_RIDE;13;Regi o Metropolitana de Manaus (AM);73;753;717;722;72;716;569;648;621;457;14;134;367;222;14;134;367;214;7019;2362;422;4847;8958;8898;6318;4476;7203;993;361;384;461;9784;8725;3438;81;6976;5631;1201;1559;1204;94;9574;5688;1658;71349;72381;145161;8434;12297;2519;37118;58138;224214;346603;1849;1196;573;564;284;1108;3157;2172;8592;16183;2280707;2277450;2244991;83723;392856;528975;134251;136118;1632313;140772;302157;1496194;1194036;96141;938656
2013;RM_RIDE;15;Regi o Metropolitana de Bel m (PA);739;809;698;716;719;688;587;721;614;458;109;12;36;205;109;12;36;196;7354;1673;563;4159;9335;8796;541;3962;7193;984;335;355;407;9872;8691;3459;8291;6942;5175;1316;2301;1802;9179;9524;4596;1422;69004;69481;119048;768;13832;26834;40078;61614;202562;29707;1461;996;528;48;24;845;273;32;8942;16346;2206855;2202041;2186901;67379;320585;448926;105253;128340;1682913;129266;289006;1554572;1265566;124235;975379
2013;RM_RIDE;16;Regi o Metropolitana de Macap  (AP);747;787;746;711;737;751;578;671;622;463;148;166;349;227;148;166;349;221;7224;2753;378;453;8763;8706;7026;5552;7367;989;417;455;551;9736;8782;3598;8775;6962;5573;1504;2222;214;9174;9433;5994;1986;66674;67352;141607;8812;12755;25273;40292;6961;187275;258578;136;985;512;452;222;1122;3024;274;957;16066;553551;553163;547596;16876;98589;136032;33204;37443;401931;36398;81419;364487;283068;20950;228587
2013;RM_RIDE;21;Regi o Metropolitana de Grande S o Lu s (MA);734;731;825;655;801;837;584;617;714;451;156;135;311;205;156;135;311;201;6885;2804;568;4037;9645;9258;7928;6634;8011;102;407;437;531;9847;8604;2583;9332;7698;5995;1213;152;1325;9394;9582;6592;1348;47133;48218;9506;8056;10102;22372;3436;51858;117973;161237;993;727;452;348;577;1349;3602;2457;7434;15081;1391834;1390179;1358878;42264;192762;270765;65801;78002;1070658;84036;189889;992655;802766;79096;553290
2013;RM_RIDE;22;Regi o Administrativa Integrada de Desenvolvimento da Grande Teresina (PI);732;774;711;714;635;753;559;676;558;462;126;215;353;237;126;215;353;231;7144;2149;637;4283;9968;9212;6412;4541;6345;874;1127;1216;1472;9976;9199;4081;8373;5866;4439;1293;1551;992;9635;9794;5875;2418;68056;68099;1189;7691;1347;25523;38012;59316;204085;312958;1605;1047;545;522;247;964;298;5084;9452;16359;1193829;1191034;1190288;38332;167936;236734;53643;68797;911885;65265;160967;843087;682120;76052;522428
2013;RM_RIDE;23;Regi o Metropolitana de Fortaleza (CE);731;774;71;71;674;729;558;673;574;45;131;192;366;236;131;192;366;23;7141;2156;725;4116;9701;8069;612;527;6739;909;752;796;96;9747;8102;3095;8402;6336;4678;118;1807;1388;8571;8976;4612;1726;66227;66877;114621;7689;1225;26241;39368;61192;191997;283629;1474;998;526;486;385;1034;2848;309;8082;15236;3779635;3774683;3737962;108858;495514;697094;168818;201580;2951546;232591;535508;2749966;2214458;274045;1668511
2013;RM_RIDE;24;Regi o Metropolitana de Natal (RN);742;82;694;718;63;729;575;723;564;467;118;188;35;225;118;188;35;219;7418;2066;591;4026;9588;8699;5902;4967;6295;895;903;965;1158;9808;8024;3358;7725;5968;465;1249;1764;1584;9022;9608;4818;1915;69696;70283;121251;7662;12913;27205;43616;66482;197813;284767;142;986;515;466;33;885;2764;3321;7898;15686;1435897;1434096;1422123;44946;196080;273131;73167;77050;1108585;84251;191595;1031534;839938;84841;629598
2013;RM_RIDE;25;Regi o Metropolitana de Jo o Pessoa (PB);728;785;686;716;608;728;54;684;536;429;129;218;401;258;129;218;401;249;7211;2152;634;4523;9478;8643;6415;4593;6084;872;1083;1157;1351;9856;7939;3198;7528;5745;4445;1545;2025;1789;9064;9631;4886;2004;68699;69317;119251;6934;1185;23186;36627;62346;211847;310246;1771;1209;557;54;304;1175;333;31;927;15568;1243427;1242131;1231059;37093;186476;254977;62718;68501;934960;63296;164416;866459;702043;78804;494536
